"Ordinal","RelativePath","LengthBytes","CreationTimeUtc","LastWriteTimeUtc","Attributes","Sha256","Status","Error"
"239","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\02_RESULTS\NON_EXPANSION_METADATA_ASSESSMENT.md","6542","2026-09-01T12:39:52.5712016Z","2026-09-01T12:39:52.5722048Z","Archive","26a8a6ae286c3c8346017cf6aaf5f312636def136567a1fb54ec8dc544560331","hashed",""
"240","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\02_RESULTS\RESULTS_MANIFEST.csv","4254","2026-09-01T08:50:22.8328414Z","2026-09-01T13:33:40.6969782Z","Archive","7afe1d8b8965a1eb580c9a8cf7f2da29b9cfd658dcc94bdad4e6701a511ad74d","hashed",""
"241","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\03_FINDINGS\FINDING_REFERENCES.csv","83","2026-09-01T08:50:23.9264556Z","2026-09-01T08:50:23.9264556Z","Archive","50dab6bbafa928050e9c3bdb07ef1c5ad90e59e9b4ac5a5b312fd2d424befdf9","hashed",""
"242","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\04_ASSURANCE\PRE_PILOT_RAG_REVIEW.md","13221","2026-09-01T13:13:04.8835451Z","2026-09-01T13:13:04.8835451Z","Archive","7f9beb1bb9155d785c6393b632d038052949ab227395c5c869662a427b71dfba","hashed",""
"243","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\04_ASSURANCE\REVIEW.md","399","2026-09-01T08:50:26.0872692Z","2026-09-01T08:50:26.0887138Z","Archive","0411437a5bbd3adcd48fce6f1c44dedb253e66c4da57562acbcc74cf2693e20e","hashed",""
"244","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\README.md","776","2026-09-01T08:50:17.3576617Z","2026-09-01T12:34:05.0907327Z","Archive","01f2be80b09a8c4515fea50ff1e75591615961ff8deaf1c2ebfc24a48700e7e8","hashed",""
"245","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\ROMER.md","370","2026-09-01T08:50:25.0057942Z","2026-09-01T08:50:25.0067954Z","Archive","d4261ba28eaa6b494580522f9fc4374d5d1c65df90c6a1a38d15f72bea2c57fb","hashed",""
"246","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\SUSPENSION.md","2768","2026-09-01T08:54:34.3263669Z","2026-09-01T13:33:22.5151445Z","Archive","5b5c44886e9a4127b34d5daec686e7d7252773c05ebf0ddaaf01328370c428e7","hashed",""
"247","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260902-S18\00_PLAN\EXPECTED.yaml","8585","2026-09-02T10:45:35.7758649Z","2026-09-02T10:45:35.7758649Z","Archive","1e2a37994bfe2e0ba8fc772af286a7f543735461bd8838be42bf30219a96b4ca","hashed",""
"248","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260902-S18\01_ACTUAL\ACTIONS.jsonl","2099","2026-09-02T10:45:37.5405006Z","2026-09-02T10:49:20.4284073Z","Archive","","excluded_mutable_session_record",""
"249","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260902-S18\01_ACTUAL\ACTUAL.yaml","1209","2026-09-02T10:45:38.6220412Z","2026-09-02T10:49:22.5525744Z","Archive","","excluded_mutable_session_record",""
"250","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260902-S18\02_RESULTS\RESULTS_MANIFEST.csv","344","2026-09-02T10:45:40.3997081Z","2026-09-02T10:49:38.4532523Z","Archive","","excluded_mutable_session_record",""
"251","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260902-S18\03_FINDINGS\FINDING_REFERENCES.csv","84","2026-09-02T10:45:42.1692628Z","2026-09-02T10:45:42.1692628Z","Archive","2d0832cbcc1082c557af64b12efaf5f75e8b9c3b32b10ffc76e158caa8729ebb","hashed",""
"252","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260902-S18\04_ASSURANCE\REVIEW.md","523","2026-09-02T10:45:45.0782753Z","2026-09-02T10:45:45.0782753Z","Archive","","excluded_mutable_session_record",""
"253","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260902-S18\README.md","706","2026-09-02T10:45:33.9923431Z","2026-09-02T10:45:33.9933602Z","Archive","2c40a946d9ad9813dc889480f360e1ce2a94ded20469a9c205dddb43442c7a01","hashed",""
"254","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260902-S18\ROMER.md","477","2026-09-02T10:45:43.2355275Z","2026-09-02T10:45:43.2355275Z","Archive","","excluded_mutable_session_record",""
"255","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\EN_ISO_IEC_27037_2016_SIST_PREVIEW.pdf","782206","2026-08-31T12:20:49.9842109Z","2026-08-31T12:20:50.8375461Z","Archive","9c991348eae3591d4530da77ece4311f7ab337c7f297e59f1bf0e02495e3f1de","hashed",""
"256","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-01.png","79187","2026-08-31T12:34:01.3922782Z","2026-08-31T12:34:01.4695723Z","Archive","dee86e3fbe76b617c9e30377fbd6cff9e9582d008b798c42fc00c031fd3c5a7f","hashed",""
"257","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-02.png","59599","2026-08-31T12:34:01.4755778Z","2026-08-31T12:34:01.5326294Z","Archive","873862f4cf5ed587450e4332cbef01be1c83c092a29f725be4b34c39187c1d51","hashed",""
"258","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-03.png","175738","2026-08-31T12:34:01.5440491Z","2026-08-31T12:34:01.6709474Z","Archive","d03e42d7c5772127969462b1b66649ed44eefa6b48b01e30b4023b42920cdad8","hashed",""
"259","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-04.png","62114","2026-08-31T12:34:01.6769911Z","2026-08-31T12:34:01.7399463Z","Archive","f0771183c8d2e50bf25994f6314732f7612e1ea50b6a3c04059a0263ad4f5bb1","hashed",""
"260","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-05.png","130723","2026-08-31T12:34:01.7480212Z","2026-08-31T12:34:01.8423454Z","Archive","5c21eed2598312d3a1adb5faa812dd9b4c3a7791270decddebef48289f719d7c","hashed",""
"261","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-06.png","304503","2026-08-31T12:34:01.8533556Z","2026-08-31T12:34:02.0405254Z","Archive","5fad48f7f82b2c6c6920417ccedf4121a6e575f8cbf48d6e89eb80f84f9e55d0","hashed",""
"262","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-07.png","62797","2026-08-31T12:34:02.0455301Z","2026-08-31T12:34:02.1049099Z","Archive","dfe4a0a1c5d72b485a735261554470d252bb0104ce532df78341fd0156c6937f","hashed",""
"263","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-08.png","20907","2026-08-31T12:34:02.1089137Z","2026-08-31T12:34:02.1459471Z","Archive","07188716c340554a67b9025ac8cabafd4c6ee42a6514588018d6a796f2fd6e64","hashed",""
"264","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-09.png","194030","2026-08-31T12:34:02.1565592Z","2026-08-31T12:34:02.2921683Z","Archive","236ec2ebba4cfcf78b096df939c888fe5d7112544336585658ebdf065be96963","hashed",""
"265","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-10.png","181999","2026-08-31T12:34:02.3005219Z","2026-08-31T12:34:02.4250297Z","Archive","083987acf3f6eb96f1147d5ec90dbdca08f994cb62f5076b8dea08496bb0ac6a","hashed",""
"266","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-11.png","153611","2026-08-31T12:34:02.4334762Z","2026-08-31T12:34:02.5490628Z","Archive","f0b555ab06961d1aff4cc1223de4f6b8a1d3d37eb0d82ca6351ce593cd7a2b69","hashed",""
"267","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-12.png","158343","2026-08-31T12:34:02.5572365Z","2026-08-31T12:34:02.6681128Z","Archive","94f961d92b278cb0e27df15f9875af7b83cca75b5fe57034d26d780eddd13a22","hashed",""
"268","DOSSIER_SPACE_ROOT\05_WORKING\DS-20260829-S16\tmp\pdfs\iso27037_preview\page-13.png","113108","2026-08-31T12:34:02.6741339Z","2026-08-31T12:34:02.7631745Z","Archive","aff6d15bb75da064361e4a17347b914e78ca1d97d10f88ab8d679d77652e98cb","hashed",""
"269","DOSSIER_SPACE_ROOT\06_LOGS\LOGGING_DESIGN.md","729","2026-08-29T08:23:48.2296923Z","2026-08-29T08:23:48.2296923Z","Archive","91a3120c8e49df9fd698ccf27b688a211d3024ceefb61ef31b326c6e975cd125","hashed",""
"270","DOSSIER_SPACE_ROOT\06_LOGS\sessions\DS-20260829-S16_SESSION_LOG.docx","56689","2026-09-02T10:39:18.1927999Z","2026-09-02T10:39:18.2078047Z","Archive","425b14ad60dcfcf44bf6aa6082ff644af89ba2a28fb3d74ef31fc96013ed9c2c","hashed",""
"271","DOSSIER_SPACE_ROOT\06_LOGS\sessions\DS-20260829-S16.jsonl","31508","2026-08-29T09:31:01.7515532Z","2026-08-31T13:54:27.2115741Z","Archive","e7500433d4604c1ca7873bbe3354e0ec4f1b8724ca44b2ade857eec5cd63c741","hashed",""
"272","DOSSIER_SPACE_ROOT\06_LOGS\sessions\DS-20260901-S17.jsonl","13744","2026-09-01T08:50:28.2420534Z","2026-09-01T13:33:26.7980787Z","Archive","7a9c27f0e498e11a27eff0f46bea9e13ab5905ea94ffa3e66cb344c20a48d0a6","hashed",""
"273","DOSSIER_SPACE_ROOT\06_LOGS\sessions\DS-20260902-S18.jsonl","2309","2026-09-02T10:45:46.2149954Z","2026-09-02T10:49:21.4920771Z","Archive","","excluded_mutable_session_record",""
"274","DOSSIER_SPACE_ROOT\11_ASSURANCE\conformance\ISO_IEC_27037\DS-20260829-S16_PREVIEW_COMPARISON_REPORT.md","18713","2026-08-31T12:39:11.0228407Z","2026-08-31T13:13:00.3688722Z","Archive","16e618bd5e77193eb7c4c6bb266ce6261d67fc6215c6673d4f963138a127bbd8","hashed",""
"275","DOSSIER_SPACE_ROOT\11_ASSURANCE\ENRON_ENVIRONMENT_VALIDATION_PLAN.md","1495","2026-08-29T08:24:01.1891227Z","2026-08-29T08:24:01.1891227Z","Archive","8cc33e7931bbc47b782845aea12d0b0287145fe1bf2a2a7db48cf052f72827be","hashed",""
"276","DOSSIER_SPACE_ROOT\12_TOOLS\bootstrap\BOOTSTRAP.md","513","2026-08-29T08:23:59.1895170Z","2026-08-29T08:23:59.1895170Z","Archive","64e6b8b290fef28aa454671124bdea9a5b5debdff0bf20ff32d2869c71088fe9","hashed",""
"277","DOSSIER_SPACE_ROOT\12_TOOLS\bootstrap\bootstrap.ps1","638","2026-08-29T08:24:00.1874645Z","2026-08-29T08:24:00.1874645Z","Archive","087c9cc06cbd10f29e5d1a25a412ed68432c2bf19663e37f0119da8f260f38cb","hashed",""
"278","DOSSIER_SPACE_ROOT\12_TOOLS\metadata\catalogue_zip_central_directory.py","13290","2026-09-01T12:47:03.9211661Z","2026-09-01T12:47:03.9211661Z","Archive","e0978a14e0fea3c90df327b0e083fc11830fae62bfb5b42a47916b0f0b7b9210","hashed",""
"279","DOSSIER_SPACE_ROOT\12_TOOLS\metadata\test_catalogue_zip_central_directory.py","6386","2026-09-01T12:47:04.9570487Z","2026-09-01T12:47:44.9356697Z","Archive","486f7b8c533a39eeb6ead9fc44c4dd3e827a3f4b081b122a60b4dbb9ef25fe2a","hashed",""
"280","DOSSIER_SPACE_ROOT\12_TOOLS\onboarding\__pycache__\bounded_zip_crc_test.cpython-312.pyc","4173","2026-08-31T12:56:59.1924258Z","2026-08-31T12:56:59.1924258Z","Archive","e5599def777885ba8c46f262dbe0093fac226ff251c17f6c83c8b0abd7b6b061","hashed",""
"281","DOSSIER_SPACE_ROOT\12_TOOLS\onboarding\__pycache__\validate_enron_archives.cpython-312.pyc","21545","2026-08-31T12:54:09.4360143Z","2026-08-31T12:54:09.4360143Z","Archive","c4b94ca3fe64273824e0d49fb4e2e6a5db32174eeb2775c6feabc5717be6ed8d","hashed",""
"282","DOSSIER_SPACE_ROOT\12_TOOLS\onboarding\bounded_zip_crc_test.py","2741","2026-08-31T12:56:39.9759847Z","2026-08-31T12:56:39.9771962Z","Archive","611d5aa93a54653e57eba2dbdb7c683387cc8ce44a6c6b7228cc121ad342fe4a","hashed",""
"283","DOSSIER_SPACE_ROOT\12_TOOLS\onboarding\validate_enron_archives.py","14537","2026-08-31T12:51:56.7355134Z","2026-08-31T12:53:53.0626011Z","Archive","c050c65cef79479bab6eaa7e34cd5f151307194e610b2684449c13dc7f4542ad","hashed",""
"284","DOSSIER_SPACE_ROOT\13_METHOD_LIBRARY\ahp_anp\METHOD.md","476","2026-08-29T08:23:54.2385723Z","2026-08-29T08:23:54.2395731Z","Archive","dce9ba816ec6cc09ad000b1173b1fa2807b4525ee325c0e95f73720888ae4d8e","hashed",""
"285","DOSSIER_SPACE_ROOT\13_METHOD_LIBRARY\classification_clustering\METHOD.md","524","2026-08-29T08:23:58.1982909Z","2026-08-29T08:23:58.1982909Z","Archive","f60dcbebf9517178b6a929ce5631bba21e54c720a56ff493b023de836f699e04","hashed",""
"286","DOSSIER_SPACE_ROOT\13_METHOD_LIBRARY\diplomatics\METHOD.md","491","2026-08-29T08:23:53.2390036Z","2026-08-29T08:23:53.2390036Z","Archive","d1118765230a208300672357833f4a4d0c157acb4a18802d4e86e11fd5597ba7","hashed",""
"287","DOSSIER_SPACE_ROOT\13_METHOD_LIBRARY\direct_native\METHOD.md","487","2026-08-29T08:23:50.2450000Z","2026-08-29T08:23:50.2450000Z","Archive","159b83932cbef6e4e9cbf224a87cfff3266e882a48eac48fc84d41ab6c0aca83","hashed",""
"288","DOSSIER_SPACE_ROOT\13_METHOD_LIBRARY\entity_network\METHOD.md","502","2026-08-29T08:23:56.2210098Z","2026-08-29T08:23:56.2210098Z","Archive","b3a7c427c06c40602b704f9b31d67ff38717503c36ddd0af74c4cbede9a8c5b7","hashed",""
"289","DOSSIER_SPACE_ROOT\13_METHOD_LIBRARY\full_text_regex_metadata\METHOD.md","486","2026-08-29T08:23:51.2451414Z","2026-08-29T08:23:51.2451414Z","Archive","f1d36344e3d6ecbc551b9109d6664a020b862737761f722ffc775a7ea8811449","hashed",""
"290","DOSSIER_SPACE_ROOT\13_METHOD_LIBRARY\METHOD_CARD_TEMPLATE.md","236","2026-08-29T08:23:49.2425845Z","2026-08-29T08:23:49.2425845Z","Archive","2cf83c49de3e4eb6549b8c419ec4f2999f2af36bf48bc10fff6cd9c63ee67eba","hashed",""
"291","DOSSIER_SPACE_ROOT\13_METHOD_LIBRARY\rag_embeddings\METHOD.md","604","2026-08-29T08:23:52.2447193Z","2026-08-29T08:23:52.2447193Z","Archive","7db760d3c6a44d164c3b91a469ebdc4ab22eac4b5c131de43b96e286716a60b0","hashed",""
"292","DOSSIER_SPACE_ROOT\13_METHOD_LIBRARY\statistics_anomaly\METHOD.md","493","2026-08-29T08:23:57.2054768Z","2026-08-29T08:23:57.2054768Z","Archive","799a2bea63156507d825175cffc3835d0d17f7e83cf571320552422fcfa09536","hashed",""
"293","DOSSIER_SPACE_ROOT\13_METHOD_LIBRARY\timeline\METHOD.md","488","2026-08-29T08:23:55.2312722Z","2026-08-29T08:23:55.2312722Z","Archive","0b9ea0ef3f2fb6b08826a89ad8323ca609dba281fc7fcba63a22fe9d0a60a1f7","hashed",""
"294","DOSSIER_SPACE_ROOT\CHANGELOG.md","298","2026-08-29T08:23:32.3054475Z","2026-08-29T08:23:32.3054475Z","Archive","52b17771b988d33ae89825ca56b4579d4089b8174179be916d749f54bacf94a2","hashed",""
"295","DOSSIER_SPACE_ROOT\DIRECTIVE.md","1087","2026-08-29T08:23:29.3219946Z","2026-08-29T08:23:29.3219946Z","Archive","8abc7c9ef048313cbd3a28b16f35a347656f0e91fa4d1d8ca7f2a24b18f33240","hashed",""
"296","DOSSIER_SPACE_ROOT\DOSSIER.yaml","1122","2026-08-29T08:23:30.3110310Z","2026-09-01T13:05:34.5346851Z","Archive","469bd4e705a7f78c21729a728c2e3f8bbd0618a6cd7c6bfd0ecf1c41659bcc86","hashed",""
"297","DOSSIER_SPACE_ROOT\FINDINGS_REGISTER.csv","87","2026-08-29T08:23:35.2699423Z","2026-08-29T08:23:35.2709451Z","Archive","4add53581ed73a12c232405dbc61dfd734bd35772c4a4088c855c099d93f83db","hashed",""
"298","DOSSIER_SPACE_ROOT\KNOWN_LIMITATIONS.md","1447","2026-08-29T08:23:33.2920872Z","2026-08-31T13:11:45.1581530Z","Archive","73aca2090c58e3e8935fc8923693efa8329b609b10d21fb56600fc13dbb6d049","hashed",""
"299","DOSSIER_SPACE_ROOT\METHOD_REGISTER.yaml","631","2026-08-29T08:23:36.2627891Z","2026-08-29T08:23:36.2627891Z","Archive","24aae8717278698bde80c123111e72a8eead19bc87ef9dfa32908610db5f9667","hashed",""
"300","DOSSIER_SPACE_ROOT\README.md","1564","2026-08-29T08:23:28.2944461Z","2026-08-31T11:00:54.2369279Z","Archive","67b7b3c39eb3f04a3ecc76f6f373e20925a7bd970891dd05eefae56163c2eb33","hashed",""
"301","DOSSIER_SPACE_ROOT\ROLES.md","829","2026-08-29T08:23:31.3044264Z","2026-08-29T08:23:31.3044264Z","Archive","63d4d51f0e843cd3e1ac32ea8dad22ed01a13bd3d0dc20be48a11a3c65a8fd64","hashed",""
"302","DOSSIER_SPACE_ROOT\SESSION_REGISTER.csv","676","2026-08-29T08:23:34.2815605Z","2026-09-02T10:45:32.2368054Z","Archive","a0d63ce9f405388259dfac6b97ac7a8b1f778ce9ec896ca97eee4bff5926bfeb","hashed",""
"303","DOSSIER_SPACE_ROOT\WORKING_LOCATIONS_REGISTER.yaml","1252","2026-09-01T13:05:35.5778161Z","2026-09-01T13:05:35.5778161Z","Archive","63e1da5fe9e2d47b837bebdc881045e2ea5644145a5cea457c6ec17452ffd446","hashed",""
"304","s18_pre_migration_baseline.ps1","5746","2026-09-02T10:52:08.6447238Z","2026-09-02T10:52:08.6447238Z","Archive","9757cc52db0f0dd93ea41c026765d53ba7bc33a5cdd53cd7ea1e7f8a936d6720","hashed",""
